custom/total_distance,custom/avg_center_dev,custom/avg_speed,custom/mean_reward,custom/routes_completed,custom/total_reward,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/std,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/loss,train/clip_fraction
10.253359752940014,0.9609503678824546,8.376629406245389,0.01959849820871943,0.1111111111111111,1.3130993799842017,,,,,,,,,,,,,,,,,
13.057956381700933,0.7008661806349527,10.865249255735476,0.1076543895232584,0.0429042904290429,7.105189708535054,,,,,,,,,,,,,,,,,
13.15225923480466,0.724975501208478,9.576587720021534,0.048167425523993807,0.09722222222222222,3.6125569142995353,,,,,,,,,,,,,,,,,
17.692631725454703,0.9734078862897599,11.91849886507041,0.13723297580536892,0.11392405063291139,11.115871040234882,,,,,,,,,,,,,,,,,
14.32340893172659,0.684479293938163,7.731577927921957,0.10416961671027404,0.16470588235294117,10.521131287737678,,,,,,,,,,,,,,,,,
9.689769229153171,0.7817314577590334,6.733827954341789,-0.03309064577832422,0.09433962264150944,-2.6141610164876132,,,,,,,,,,,,,,,,,
14.615174263482913,0.9512246662116371,10.251141098235506,0.07454829353739698,0.032119914346895075,5.814766895916964,,,,,,,,,,,,,,,,,
13.236071841558442,0.8689951955802105,8.09936412671909,0.03944775084818371,0.0962962962962963,3.51084982548835,,,,,,,,,,,,,,,,,
14.53886544983834,0.6579339071953396,7.418639101557611,0.11262433503299618,0.04046242774566474,12.050803848530592,,,,,,,,,,,,,,,,,
10.963602657662705,0.6111188292898725,7.940354246362417,0.06557544570488613,0.01968503937007874,4.983733873571346,,,,,,,,,,,,,,,,,
11.888538419967517,0.6909856051831864,8.125957524621,0.06364261185832813,0.10576923076923077,5.091408948666251,,,,,,,,,,,,,,,,,
12.361461205407977,0.6762686538623301,8.159264946817961,0.04470484821707855,0.04477611940298507,3.7105024020175197,,,,,,,,,,,,,,,,,
,,,,,,5.496985666666666,32,80.83333333333333,1024,1,31,,,,,,,,,,,
14.305747433798388,0.7713972768773132,8.695350865931506,0.02206822079414804,0.027237354085603113,1.9861398714733234,,,,,,,4.593012343347072,9.897964281856e-05,-2.844713640213013,0.2,1.007287621498108,0.0078094546,10,-0.010969575816125144,-0.1273350715637207,0.7057714462280273,0.05859375
8.894400215824135,0.3846902086210038,8.067435305829,0.08224305099115507,0.07627118644067797,4.934583059469304,,,,,,,,,,,,,,,,,
34.911309277871624,0.9146209487641848,12.247351648028488,0.08025792861860444,0.0691699604743083,12.439978935883687,,,,,,,,,,,,,,,,,
25.86519812559709,0.8731064913247508,11.087228832033494,0.1011205549019038,0.14594594594594595,12.842310472541783,,,,,,,,,,,,,,,,,
7.095405159168877,0.34620059513736934,6.096503277173086,0.054609356056371156,0.01935483870967742,3.4403894315513828,,,,,,,,,,,,,,,,,
15.910308101214468,0.6888329777636318,9.850548785494707,0.09795314422152955,0.0326530612244898,8.6198766914946,,,,,,,,,,,,,,,,,
33.14530896570068,0.8200280203828103,13.96747825965638,0.11443269030757328,0.09917355371900827,14.761817049676953,,,,,,,,,,,,,,,,,
32.09866606420837,0.418978757010162,12.356624174874959,0.305945196802702,0.07424593967517401,43.138272749180985,,,,,,,,,,,,,,,,,
15.036609979113564,0.792767436066865,9.3257244461482,0.08886621191867228,0.09433962264150944,7.82022664884316,,,,,,,,,,,,,,,,,
16.035263838944957,1.0035856001658225,10.984453161385291,0.035538786432621185,0.02711323763955343,2.8431029146096947,,,,,,,,,,,,,,,,,
,,,,,,8.11381531818182,64,90.04545454545455,2048,2,31,,,,,,,,,,,
34.0890282378532,0.6817211872688945,14.152362510853015,0.2742462569838586,0.05527638190954774,35.92625966488548,,,,,,,4.912418948113919,9.796452327424e-05,-2.8546572804450987,0.2,1.0095171928405762,0.008556118,20,-0.014363631448941306,0.6806539595127106,0.855150580406189,0.08544921875
14.056077917921357,0.80062896848168,11.49840792608309,0.06832475875872321,0.025510204081632654,4.577758836834455,,,,,,,,,,,,,,,,,
57.32226025662385,0.7035992033874944,15.12752704802704,0.17925166491024613,0.17665615141955837,36.925842971510704,,,,,,,,,,,,,,,,,
39.388042943552136,0.638330348375311,13.062629643790977,0.169300171525866,0.29133858267716534,27.765228130242022,,,,,,,,,,,,,,,,,
12.768980871653184,0.5499354992040922,8.977741447487206,0.10726500546602807,0.0670391061452514,8.36667042635019,,,,,,,,,,,,,,,,,
57.39536165841855,0.532141993536535,15.745148423322282,0.320166594575461,0.09424083769633508,63.39298572594127,,,,,,,,,,,,,,,,,
32.80899304582272,0.8375674818153535,12.48955877659577,0.08565517327475726,0.10666666666666667,12.248689778290288,,,,,,,,,,,,,,,,,
,,,,,,12.673358517241379,95,102.10344827586206,3072,3,32,,,,,,,,,,,
